"Trampling Species Data Matrix - Species Percent Cover Estimates by Site, Transect and Plot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,combined with D. sitchensis-delete,,,,,,,,,,,,,,,,,NO OBS,,,,,,,,Deleted D. alpinum and combined here,,,,,,,,Bryo sp 9 - R. elongatum is a synonym for Niphotrichum elongatum. Connor says call them all Niphotricum sp - so group racomitrium with Niphotrichum in to single sp,Newly created col,Newly created col,,Added values from Moss 3,,,,,,,Newly created col,,,,,,Newly created col,,,,,,Newly created - Bryo sp. 6 - changed to M lyalli,,,,
This sheet for raw data before resolving species and contains comments and notes; NH updated with CGW moss sample id's (Sept 27),,,,,,,,,,,,,,,,,,,,https://docs.google.com/document/d/1FtDi-7UvKW_FX68b8Dq9BlUk8qLasa10GXESoJib8gM/edit?usp=sharing,,,,,,,,,Non-native sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moss,moss,combine with bare soil,combine with litter,combine with bare rock w soil,combine with litter covered soil,combine with soil,moss,moss,moss,moss,moss,moss,,liverwort,moss,moss,liverwort,moss,moss,moss,moss,moss,moss,moss,moss,,moss,moss,moss,moss,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 06",ABILAS 1 seedling,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,5,BT-13,65,125,,15,15,,,0.5,,0.5,,,,,5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 07",ABILAS 2 saplings,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,6,BT-13,66,126,,30,15,60,,30,,,,,,,,,,5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 08",ABILAS 8 saplings,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,7,BT-13,67,127,,35,15,0.5,,10,,,,,,,1,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 09",ABILAS 1 sapling,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,8,BT-13,68,128,,10,5,30,,5,,,,,,,0.5,,,,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 10",ABILAS 2 saplings,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,9,BT-13,69,129,,1,5,70,,1,,,,,,,1,,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 11",ABILAS 2 seedlings & 2 saplings & 1 overhanging SOIL has litter,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,10,BT-13,70,130,,5,30,45,,35,,0.5,,0.5,,,0.5,,5,0.5,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW","* CW returned with NH, Aug 3 to id mosses; racomitrium species name, we can not read!",far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,1,BT-14,201,131,,1,1,25,0.5,15,,0.5,,,,,,,5,10,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,25,,1,0.5,,,0.5,,,,1,,,5,,,,,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,2,BT-14,202,132,,,1,50,50,,,,,,,,0.5,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,3,BT-14,203,133,,,1,1,90,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,4,BT-14,204,134,,1,5,15,25,,0.5,,,,,,,,1,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,5,BT-14,205,135,,1,1,70,,,,,,,,,,,5,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",ABILAS 4 saplings,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,6,BT-14,206,136,,1,5,70,,0.5,,,,,,,0.5,,1,1,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",ABILAS 6 saplings,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,7,BT-14,207,137,,1,15,40,,5,,,,,,,0.5,,,1,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",ABILAS 3 saplings,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,8,BT-14,208,138,,0.5,10,10,,1,0.5,,,,,,0.5,,10,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,0.5,,,0.5,,,,,,,,,,,1,,,,,,,,,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",ABILAS 10 saplings,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,9,BT-14,209,139,,5,25,,,10,0.5,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,,1,,,,
26-Jul,"TM, NH (moss revisions)","TM, PE, CW",ABILAS 6 saplings,far,1,Vaccinium/Cassiope/Carex,VCC,cas/phy/vac,1742.7,21,2,BT,2.14,14,10,BT-14,210,140,,1,20,10,,10,0.5,,,0.5,,,,,,1,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,,,0.5,,1,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,
26-Jul,TM,"TM, PE",* moss is very sad and crusty :(,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,1,BT-15,71,141,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,2,BT-15,72,142,,0.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,3,BT-15,73,143,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,4,BT-15,74,144,,1,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,20,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,5,BT-15,75,145,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,6,BT-15,76,146,,1,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,20,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,7,BT-15,77,147,,5,,5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,8,BT-15,78,148,,0.5,,1,,0.5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,9,BT-15,79,149,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,near,0,Phyllodoce/Cassiope,PC,car/phy/cas,1983.2,12,2,BT,2.15,15,10,BT-15,80,150,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,1,BT-16,211,151,,5,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,1,,,,,,,,,,1,,,,,,,,,,,,,,10,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,2,BT-16,212,152,,0.5,,30,,50,,,,,,,,,,,10,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1,0.5,,,,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,3,BT-16,213,153,,0.5,,,,10,,,,,,,,,,,5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,5,90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,4,BT-16,214,154,,0.5,,,,,,,,,,,,,,,10,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,5,,,,20,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,5,BT-16,215,155,,0.5,,,,1,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,6,BT-16,216,156,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,7,BT-16,217,157,,,,,,50,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,8,BT-16,218,158,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,50,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,9,BT-16,219,159,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,40,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,TM,"TM, PE",,far,1,Phyllodoce/Cassiope,PC,phy,1983.1,25,2,BT,2.16,16,10,BT-16,220,160,,,,,,0.5,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,20,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",ABILAS 2 seedlings/CARNIG is grp1 bi/many stones,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,1,PR-17,81,161,,10,,5,,0.5,0.5,,,,,,0.5,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",many stones,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,2,PR-17,82,162,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",ABILAS 2 seedlings/ many stones,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,3,PR-17,83,163,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",many stones,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,4,PR-17,84,164,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
27-Jul,ND,"NH, ND",,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,5,PR-17,85,165,,5,,1,,,0.5,,,,,,,,,,,,,,,0.5,,,10,,,,,,,,,,,,,,,,,,,,,5,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,6,PR-17,86,166,,10,,,,,1,,,,,,5,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,7,PR-17,87,167,,15,,5,,,1,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",big rock,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,8,PR-17,88,168,,10,,45,,,0.5,,,,,,5,,,,,,,,,0.5,,,5,,,,,,,,,,,,,,,,,,,,15,,,20,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,9,PR-17,89,169,,40,,,,,,,,,,,1,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,5,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,near,0,Cassiope/Phyllodoce,CP,cas,1769.9,9,3,PR,3.17,17,10,PR-17,90,170,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",ABILAS 11 tiny seedlings,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,1,PR-18,221,171,,1,,5,1,0.5,0.5,,,,,,,0.5,0.5,,5,,,,0.5,,,,0.5,,0.5,,0.5,,,,,,,,,,,,,,,,20,15,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",ABILAS 4 tiny seedlings,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,2,PR-18,222,172,,5,,30,5,0.5,0.5,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,15,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,3,PR-18,223,173,,5,,20,5,,0.5,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,35,,,,,1,,,,,,0.5,,1,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",ABILAS 6 tiny seedlings,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,4,PR-18,224,174,,0.5,,5,15,0.5,0.5,0.5,0.5,,,,0.5,1,,,,,0.5,,0.5,0.5,,,0.5,,0.5,0.5,1,,,,,,,1,,,,,,,,,,15,,,,,0.5,,,,,,0.5,,1,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",ABILAS 5 tiny seedlings,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,5,PR-18,225,175,,1,,5,,0.5,1,1,0.5,,,,0.5,1,1,,,,,,0.5,0.5,,,0.5,0.5,0.5,0.5,5,,,,,,,0.5,,,,,,,,,,30,,,,,,,,,,,0.5,,10,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,6,PR-18,226,176,,5,,10,10,,1,,,,,,0.5,1,1,,,,0.5,,0.5,,,,0.5,0.5,0.5,1,5,,,,,,,,,,,,,,,,,0.5,1,,,,,,,,,,0.5,,5,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"NH, ND",,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,7,PR-18,227,177,,10,,70,15,,1,,,,,,0.5,10,,,,,,,,,,,,,,,5,,,,,,,0.5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"NH, ND",,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,8,PR-18,228,178,,15,,90,,,0.5,,,,,,,5,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"NH, ND",,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,9,PR-18,229,179,,35,,40,15,,0.5,,,,,,0.5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"NH, ND",ABILAS 2 seedlings,far,1,Cassiope/Phyllodoce,CP,cas/phy,1769.9,9,3,PR,3.18,18,10,PR-18,230,180,,15,,30,15,0.5,0.5,,,,,,,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,1,PR-19,91,181,,1,0.5,,0.5,,0.5,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,0.5,,,,80,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,2,PR-19,92,182,,15,5,1,,,1,0.5,0.5,,,0.5,,,,,,,,,0.5,,,,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,35,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,3,PR-19,93,183,,45,5,1,5,,1,0.5,0.5,,,0.5,,,,,,,,,0.5,,,,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,4,PR-19,94,184,,20,5,5,15,,0.5,,0.5,,,,10,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,5,PR-19,95,185,,5,0.5,0.5,,,1,,1,,,,5,,,,,,,,1,,,,10,,,,,,,,,,,,,,,,,,,,,0.5,,,,20,1,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,6,PR-19,96,186,,1,,,,,0.5,,0.5,,,,,,,,,,,,5,,,,10,,,,,,,,,,,,,,,,,,,,,0.5,,,,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,7,PR-19,97,187,,0.5,,0.5,,,0.5,,0.5,,,0.5,,,,,,,,,0.5,,,,10,,,,,,,,,,,1,,,,,,,,,,5,,,,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,8,PR-19,98,188,,1,,0.5,,,0.5,,0.5,,,,,,,,,,,,0.5,,,,5,,,,,,,,,,,5,,,,,,,,,,1,,,,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,9,PR-19,99,189,,5,,,,,,0.5,0.5,,,,,1,,,,,,,0.5,,,,1,,,,,,,,,,,15,,,,,,,,,,5,1,,,15,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,TM,"TM, PE",,near,0,Carex/Phyllodoce/Cassiope,CPC,vac,1758.7,NA,3,PR,3.19,19,10,PR-19,100,190,,1,,0.5,,,,0.5,,,,,1,0.5,,,,,,,1,,,,10,,,,,,,,,,,1,,,,,,,,,,1,,,,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",ABILAS 1 seedling,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,1,PR-20,231,191,,15,40,25,10,0.5,0.5,0.5,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,2,PR-20,232,192,,15,30,25,5,,0.5,0.5,0.5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,3,PR-20,233,193,,10,40,20,5,,,0.5,0.5,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,35,5,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,4,PR-20,234,194,,10,20,15,5,,0.5,,0.5,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,20,15,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,5,PR-20,235,195,,15,35,15,25,,0.5,0.5,0.5,,,10,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,45,10,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,6,PR-20,236,196,,15,35,20,15,,0.5,,0.5,,,10,0.5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,25,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,7,PR-20,237,197,,25,30,25,,,0.5,0.5,0.5,,,10,0.5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,20,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul,ND,"NH, ND",CRYPTOCRUST there is also a rock here,far,1,Carex/Phyllodoce/Cassiope,CPC,cas/vacc/phy/car,1758.3,2,3,PR,3.2,20,8,PR-20,238,198,,20,20,25,5,,0.5,0.5,,,,5,0.5,,,,,0.5,,,,0.5,,,15,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
