"Trampling Species Data Matrix - Species Percent Cover Estimates by Site, Transect and Plot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,combined with D. sitchensis-delete,,,,,,,,,,,,,,,,,NO OBS,,,,,,,,Deleted D. alpinum and combined here,,,,,,,,Bryo sp 9 - R. elongatum is a synonym for Niphotrichum elongatum. Connor says call them all Niphotricum sp - so group racomitrium with Niphotrichum in to single sp,Newly created col,Newly created col,,Added values from Moss 3,,,,,,,Newly created col,,,,,,Newly created col,,,,,,Newly created - Bryo sp. 6 - changed to M lyalli,,,,
This sheet for raw data before resolving species and contains comments and notes; NH updated with CGW moss sample id's (Sept 27),,,,,,,,,,,,,,,,,,,,https://docs.google.com/document/d/1FtDi-7UvKW_FX68b8Dq9BlUk8qLasa10GXESoJib8gM/edit?usp=sharing,,,,,,,,,Non-native sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moss,moss,combine with bare soil,combine with litter,combine with bare rock w soil,combine with litter covered soil,combine with soil,moss,moss,moss,moss,moss,moss,,liverwort,moss,moss,liverwort,moss,moss,moss,moss,moss,moss,moss,moss,,moss,moss,moss,moss,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",ABILAS 1,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,2,TM-6,162,52,,1,10,5,20,0.5,,0.5,5,,,5,,10,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,5,,,,,,,,,,,,,5,,5,,,,,,,,,,0.5,,0.5,1,0.5,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,3,TM-6,163,53,,0.5,,,10,,0.5,0.5,1,,,,1,10,,,,5,,,,,,1,,0.5,,,,,,,,,,,,25,,,,,,,,,,,,,,,1,,,,,,,1,0.5,,,,5,10,,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,4,TM-6,164,54,,,5,,1,,0.5,0.5,0.5,,,,,15,,,,1,,,,,,,,1,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,1,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,5,TM-6,165,55,,,5,,,,0.5,1,0.5,,0.5,,,10,,,,5,,,,,,30,,1,,1,,,,5,,,,,,30,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,10,,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,6,TM-6,166,56,,,5,,15,,,,,,0.5,,,15,,,,10,,,,,,30,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,7,TM-6,167,57,,,10,1,25,,,0.5,0.5,,,0.5,,15,,,,15,,,,,,20,,,,,,,,0.5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,10,0.5,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",ABILAS 1 sapling,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,8,TM-6,168,58,,0.5,15,15,30,5,,,1,,,,,1,,,,5,,,,,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",ABILAS 1 sapling,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,9,TM-6,169,59,,0.5,15,15,5,50,,,,,0.5,,,,,,,,,,,,70,5,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug,"NH, AD","NH, PE, AD, CW",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1588,11,1,TM,1.6,6,10,TM-6,170,60,,10,20,20,20,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,10,,1,,,,,,10,,10,,1,,,1,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",DIPSIT is trampled,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,1,TM-7,31,61,,5,0.5,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,2,TM-7,32,62,,1,1,1,5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",ABILAS 1 sapling,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,3,TM-7,33,63,,5,10,10,30,0.5,0.5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW","ABILAS 2 sapling, 1 seedling",near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,4,TM-7,34,64,,10,25,35,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,5,TM-7,35,65,,5,15,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,6,TM-7,36,66,,5,5,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW","ABILAS 1 sapling/ TSUMER 1 sapling/CARPYR could be CARNIG, unsure",near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,7,TM-7,37,67,,10,20,20,40,5,,0.5,1,,,,,,,25,,,,,,,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,8,TM-7,38,68,,20,35,25,45,,,,,,,,,,,10,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",bare soil has some litter,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,9,TM-7,39,69,,10,20,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,SW,"NH, TM, CW",bare soil has some litter,near,0,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,3,1,TM,1.7,7,10,TM-7,40,70,,10,35,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",ABILAS 2 saplings/ TSUMER 1 sapling,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,1,TM-8,171,71,,5,15,30,5,1,,0.5,0.5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,10,,15,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ","small amounts of laphozia in early quadrats, forgot to record",far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,2,TM-8,172,72,,5,15,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,15,,,,5,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",ABILAS 1 sapling// CRUST lots of cladonia,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,3,TM-8,173,73,,1,10,15,15,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,20,,1,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,4,TM-8,174,74,,1,15,15,5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",ABILAS 2 saplings,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,5,TM-8,175,75,,1,10,15,15,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,15,,10,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",At least one individual near this transect (far) was Vac. delic - see https://inaturalist.ca/observations/177010394 and Tricky garibaldi plants,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,6,TM-8,176,76,,1,5,10,5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,10,,5,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,7,TM-8,177,77,,5,25,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,15,,20,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,8,TM-8,178,78,,15,30,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,5,,15,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ",,far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,9,TM-8,179,79,,5,20,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug,TM,"TM, NK, CW ","TSUMER overhanging, rooted outside of quadrat",far,1,Phyllodoce/Vaccinium/Cassiope,PVC,phy/vac/cas,1668.5,5,1,TM,1.8,8,10,TM-8,180,80,,,15,5,20,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",some rocks and litter,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,1,BT-9,41,81,,5,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,2,BT-9,42,82,,1,5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,3,BT-9,43,83,,10,10,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,4,BT-9,44,84,,15,10,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,5,BT-9,45,85,,25,15,,,,1,,0.5,,,,0.5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,6,BT-9,46,86,,15,20,,10,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,0.5,,,,,,,,,,,,,,,,,1,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",DIPA was starred (unsure what/why),near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,7,BT-9,47,87,,10,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,5,,,,,,,0.5,,,0.5,,,,,,,,,
03-Aug,AD,"AD, PE, CW",DIPA was starred (unsure what/why),near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,8,BT-9,48,88,,15,15,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,1,,,,,,,,,,0.5,,,,,,,,,
03-Aug,AD,"AD, PE, CW",,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,9,BT-9,49,89,,20,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,,,,
03-Aug,AD,"AD, PE, CW",,near,0,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,8,2,BT,2.9,9,10,BT-9,50,90,,5,10,,20,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.2,9,2,BT,2.1,10,1,BT-10,181,91,,,30,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,0.5,,,,,5,,,,,,,,,,,,,,,0.5,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,2,BT-10,182,92,,,25,,10,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,1,,,,,,,,1,,0.5,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,3,BT-10,183,93,,,15,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,1,,,,,1,,,,,,,,5,,1,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,4,BT-10,184,94,,1,10,,30,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,0.5,5,,,,,,,,,,,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,5,BT-10,185,95,,5,5,,20,,0.5,,,,,,,,0.5,0.5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,6,BT-10,186,96,,1,35,,15,,,,,,,,,,0.5,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,7,BT-10,187,97,,0.5,45,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,8,BT-10,188,98,,1,40,,5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
03-Aug,TM,"TM, NK, CW",,far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,9,BT-10,189,99,,1,30,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
03-Aug,TM,"TM, NK, CW","unidentified bryophyte species, too decayed to identify (<1)",far,1,Phyllodoce/Vaccinium,PV,vac/phy,1698.4,9,2,BT,2.1,10,10,BT-10,190,100,,1,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,9,2,BT,2.11,11,1,BT-11,51,101,,0.5,10,,50,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,2,BT-11,52,102,,,20,,30,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,3,BT-11,53,103,,,15,,25,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,4,BT-11,54,104,,,5,,25,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,5,BT-11,55,105,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,6,BT-11,56,106,,,10,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,ND,"TM, PE, ND",ABILAS 1 individual,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,7,BT-11,57,107,,,5,,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,8,BT-11,58,108,,,5,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,ND,"TM, PE, ND",,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,9,BT-11,59,109,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,10,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
26-Jul,ND,"TM, PE, ND",ABILAS 1 sapling,near,0,Phyllodoce/Vaccinium,PV,phy/vac,1723.8,6,2,BT,2.11,11,10,BT-11,60,110,,,40,,,70,,0.5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",some disturbance by trampling/slope processes,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,1,BT-12,191,111,,,10,,15,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",some disturbance by trampling/slope processes,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,2,BT-12,192,112,,,25,,40,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances","ABILAS 2 saplings/ some cryptogamic crust, some disturbance by trampling/slope processes",far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,3,BT-12,193,113,,,20,,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances","ABILAS 1 sapling, some disturbance by trampling/slope processes",far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,4,BT-12,194,114,,,20,,80,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,5,BT-12,195,115,,,15,,25,,,0.5,,0.5,,,0.5,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",ABILAS 2 saplings,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,6,BT-12,196,116,,,30,,,10,,,,,,,0.5,,5,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",ABILAS 1 sapling & 1 branch,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,7,BT-12,197,117,,,45,,,20,,,,,,,,,15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",ABILAS 4 saplings & branches,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,8,BT-12,198,118,,,15,,,80,,,,,,,,,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",ABILAS 6 saplings & branches,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,9,BT-12,199,119,,,60,,,60,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul,SW,"NH, confirmation by TM in a couple of instances",ABILAS 7 saplings,far,1,Phyllodoce/Vaccinium,PV,phy/vac,1722,17,2,BT,2.12,12,10,BT-12,200,120,,,40,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
26-Jul,"TM, NH (moss revisions)","NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 02",* CW returned with NH on Aug 3 to id mosses; soil is disturbed,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,1,BT-13,61,121,,10,10,,,,,0.5,,,,,5,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,
26-Jul,"TM, NH (moss revisions)","NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 03",ABILAS 1 individual (probably seedling),near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,2,BT-13,62,122,,10,5,,,0.5,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,1,,,,,,,,,,,,,,,,,0.5,0.5,,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 04",plot is overlapping with quadract 2 (bent transect tape),near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,3,BT-13,63,123,,10,15,,,,,0.5,,,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,
26-Jul,NH,"NH, confirmation by TM in a couple of instances; NH, CW returned to confirm mosses on Aug 05",SOIL some litter cover,near,0,Vaccinium/Cassiope/Carex,VCC,cas/vac/car,1740.2,12,2,BT,2.13,13,4,BT-13,64,124,,15,15,,,,,0.5,,,,,5,,1,5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
